Spider VIP Firmware - Signature Map
File: F:\Satelite\Spider VIP\SPIDER-VIP_v1.00.92_20260507.mupg
Size: 530,280,116 bytes

== Header ==
upgrade_type  : all
0x0013FE5993  JFFS2 node (little-endian)
0x0013FEC880  ext2/3/4 superblock magic (@0x438)
0x0013FEF02A  JFFS2 node (big-endian)
0x0013FF4B47  JFFS2 node (little-endian)
0x0013FF53E4  JFFS2 node (big-endian)
0x0013FF77F0  JFFS2 node (big-endian)
0x0013FF97D3  JFFS2 node (little-endian)
0x0013FF9CF9  JFFS2 node (big-endian)
0x0013FFC5CD  ext2/3/4 superblock magic (@0x438)
0x0013FFF9DB  JFFS2 node (little-endian)
0x0013FFFD4F  JFFS2 node (big-endian)
0x0014004617  JFFS2 node (little-endian)
0x001400A2E5  JFFS2 node (big-endian)
0x001400A55D  JFFS2 node (big-endian)
0x001400A71F  JFFS2 node (big-endian)
0x001400CEBD  JFFS2 node (little-endian)
0x001400EA93  JFFS2 node (big-endian)
0x001401519E  ext2/3/4 superblock magic (@0x438)
0x0014026B0A  JFFS2 node (big-endian)
0x0014028EF7  JFFS2 node (little-endian)
0x001402ACD5  ext2/3/4 superblock magic (@0x438)
0x0014032E60  JFFS2 node (big-endian)
0x0014037E03  JFFS2 node (little-endian)
0x00140398CC  ext2/3/4 superblock magic (@0x438)
0x001403A253  JFFS2 node (big-endian)
0x001403AD3A  JFFS2 node (big-endian)
0x001404E780  ext2/3/4 superblock magic (@0x438)
0x00140536F1  ext2/3/4 superblock magic (@0x438)
0x0014053A2A  JFFS2 node (little-endian)
0x001405B928  JFFS2 node (little-endian)
0x001405FA61  JFFS2 node (little-endian)
0x001406C769  JFFS2 node (little-endian)
0x001406D988  JFFS2 node (big-endian)
0x00140739BD  ext2/3/4 superblock magic (@0x438)
0x001407AE89  ext2/3/4 superblock magic (@0x438)
0x001407DB6A  ext2/3/4 superblock magic (@0x438)
0x0014081C5A  ext2/3/4 superblock magic (@0x438)
0x0014085274  JFFS2 node (little-endian)
0x001408CC73  JFFS2 node (big-endian)
0x0014099C04  JFFS2 node (big-endian)
0x001409F1CC  JFFS2 node (big-endian)
0x00140A2F0A  JFFS2 node (little-endian)
0x00140A2F67  JFFS2 node (big-endian)
0x00140A405F  JFFS2 node (big-endian)
0x00140A770F  JFFS2 node (big-endian)
0x00140B2D4C  JFFS2 node (little-endian)
0x00140C250E  JFFS2 node (big-endian)
0x00140C3A67  JFFS2 node (little-endian)
0x00140C5A79  ext2/3/4 superblock magic (@0x438)
0x00140C9CCA  JFFS2 node (big-endian)
0x00140CE4B0  JFFS2 node (little-endian)
0x00140D78F8  JFFS2 node (big-endian)
0x00140DBE17  JFFS2 node (little-endian)
0x00140E2804  JFFS2 node (little-endian)
0x00140E383B  JFFS2 node (little-endian)
0x00140E994C  JFFS2 node (little-endian)
0x00140F04FA  JFFS2 node (little-endian)
0x00140F5EDE  JFFS2 node (big-endian)
0x00140FCD70  ext2/3/4 superblock magic (@0x438)
0x001410F88C  JFFS2 node (little-endian)
0x0014118356  JFFS2 node (little-endian)
0x001411CB07  JFFS2 node (big-endian)
0x00141240D4  JFFS2 node (little-endian)
0x00141262B2  JFFS2 node (little-endian)
0x00141291C9  JFFS2 node (big-endian)
0x001412D22F  JFFS2 node (big-endian)
0x001413A45D  JFFS2 node (big-endian)
0x001413C69B  JFFS2 node (big-endian)
0x0014148325  ext2/3/4 superblock magic (@0x438)
0x001414EB3E  ext2/3/4 superblock magic (@0x438)
0x001415117B  ext2/3/4 superblock magic (@0x438)
0x001415D010  ext2/3/4 superblock magic (@0x438)
0x001415D265  ext2/3/4 superblock magic (@0x438)
0x0014168EED  JFFS2 node (big-endian)
0x0014170A7D  JFFS2 node (little-endian)
0x0014174071  JFFS2 node (big-endian)
0x0014178EC8  JFFS2 node (big-endian)
0x001417E049  JFFS2 node (little-endian)
0x001418E2EE  JFFS2 node (big-endian)
0x001418E8DD  JFFS2 node (little-endian)
0x0014191653  JFFS2 node (big-endian)
0x001419243C  JFFS2 node (little-endian)
0x00141967A0  JFFS2 node (big-endian)
0x0014196E81  ext2/3/4 superblock magic (@0x438)
0x00141981FE  ext2/3/4 superblock magic (@0x438)
0x00141A06C6  JFFS2 node (big-endian)
0x00141A92E7  JFFS2 node (big-endian)
0x00141A9525  JFFS2 node (little-endian)
0x00141AEC82  JFFS2 node (little-endian)
0x00141B5C46  JFFS2 node (little-endian)
0x00141C5005  JFFS2 node (big-endian)
0x00141CCF20  JFFS2 node (big-endian)
0x00141D99A4  JFFS2 node (little-endian)
0x00141DC0F5  ext2/3/4 superblock magic (@0x438)
0x00141E3920  JFFS2 node (little-endian)
0x00141E6F64  JFFS2 node (big-endian)
0x00141EF452  JFFS2 node (little-endian)
0x00141F111E  ext2/3/4 superblock magic (@0x438)
0x00141FE0EB  ext2/3/4 superblock magic (@0x438)
0x001420B462  JFFS2 node (little-endian)
0x001420C5F7  ext2/3/4 superblock magic (@0x438)
0x0014217384  ext2/3/4 superblock magic (@0x438)
0x001421F3A7  ext2/3/4 superblock magic (@0x438)
0x001422CB6B  JFFS2 node (little-endian)
0x001422E94E  ext2/3/4 superblock magic (@0x438)
0x001422F91B  JFFS2 node (big-endian)
0x0014236376  JFFS2 node (big-endian)
0x001423D2E8  JFFS2 node (big-endian)
0x001425350B  ext2/3/4 superblock magic (@0x438)
0x001427D225  ext2/3/4 superblock magic (@0x438)
0x0014280DCF  JFFS2 node (big-endian)
0x0014280DFF  JFFS2 node (big-endian)
0x001428ECB4  ext2/3/4 superblock magic (@0x438)
0x00142917A2  JFFS2 node (big-endian)
0x0014292BE0  JFFS2 node (little-endian)
0x0014297155  ext2/3/4 superblock magic (@0x438)
0x001429A540  JFFS2 node (big-endian)
0x001429B13D  JFFS2 node (big-endian)
0x00142A013E  JFFS2 node (big-endian)
0x00142B03A3  JFFS2 node (big-endian)
0x00142BAB6E  JFFS2 node (big-endian)
0x00142BF8FC  JFFS2 node (big-endian)
0x00142C8B37  JFFS2 node (little-endian)
0x00142CA269  JFFS2 node (little-endian)
0x00142CEB4F  ext2/3/4 superblock magic (@0x438)
0x00142D4969  JFFS2 node (big-endian)
0x00142D5DF4  ext2/3/4 superblock magic (@0x438)
0x00142EE1E8  JFFS2 node (big-endian)
0x00142F1808  ext2/3/4 superblock magic (@0x438)
0x00142F3240  JFFS2 node (little-endian)
0x00142F35F2  ext2/3/4 superblock magic (@0x438)
0x00142F5545  JFFS2 node (big-endian)
0x00142FEBCE  JFFS2 node (big-endian)
0x00142FFE39  JFFS2 node (big-endian)
0x0014302BB8  JFFS2 node (big-endian)
0x0014306ECA  JFFS2 node (little-endian)
0x001430A490  ext2/3/4 superblock magic (@0x438)
0x001431003C  JFFS2 node (big-endian)
0x0014312807  ext2/3/4 superblock magic (@0x438)
0x0014316CC6  JFFS2 node (little-endian)
0x00143195A8  JFFS2 node (little-endian)
0x0014327512  JFFS2 node (little-endian)
0x0014327DF6  JFFS2 node (little-endian)
0x0014329F51  JFFS2 node (big-endian)
0x001432D3FC  JFFS2 node (big-endian)
0x0014332F5E  ext2/3/4 superblock magic (@0x438)
0x0014333FD8  ext2/3/4 superblock magic (@0x438)
0x001433ACEB  JFFS2 node (little-endian)
0x001433F170  JFFS2 node (little-endian)
0x0014347843  JFFS2 node (big-endian)
0x001434EBBF  JFFS2 node (little-endian)
0x00143502E2  JFFS2 node (big-endian)
0x0014356227  JFFS2 node (big-endian)
0x001435C2D3  JFFS2 node (little-endian)
0x0014369F02  JFFS2 node (big-endian)
0x0014373804  JFFS2 node (big-endian)
0x001437E132  JFFS2 node (little-endian)
0x00143806E2  JFFS2 node (big-endian)
0x001438CD04  ext2/3/4 superblock magic (@0x438)
0x001438FA01  JFFS2 node (little-endian)
0x0014394151  ext2/3/4 superblock magic (@0x438)
0x00143A7C12  JFFS2 node (little-endian)
0x00143A9E01  JFFS2 node (little-endian)
0x00143B03B9  ext2/3/4 superblock magic (@0x438)
0x00143B03C9  gzip stream
0x00143B0B19  gzip stream
0x00143B3615  JFFS2 node (little-endian)
0x00143B5A5A  ext2/3/4 superblock magic (@0x438)
0x00143BF25E  JFFS2 node (little-endian)
0x00143C0B2A  ext2/3/4 superblock magic (@0x438)
0x00143C352C  ext2/3/4 superblock magic (@0x438)
0x00143D496B  JFFS2 node (little-endian)
0x00143DF2BD  JFFS2 node (big-endian)
0x00143EA0BD  JFFS2 node (little-endian)
0x00143EA5CA  JFFS2 node (big-endian)
0x00143EB665  JFFS2 node (big-endian)
0x00143F2344  JFFS2 node (little-endian)
0x00143F4356  JFFS2 node (big-endian)
0x00143F9362  JFFS2 node (big-endian)
0x00143F98BC  JFFS2 node (little-endian)
0x00143F9B7F  JFFS2 node (little-endian)
0x001440F652  JFFS2 node (little-endian)
0x00144102E1  JFFS2 node (little-endian)
0x0014415E76  ext2/3/4 superblock magic (@0x438)
0x0014416132  JFFS2 node (little-endian)
0x0014416FAA  ext2/3/4 superblock magic (@0x438)
0x00144187DC  JFFS2 node (little-endian)
0x0014418C6D  JFFS2 node (little-endian)
0x001442068A  JFFS2 node (big-endian)
0x001442512F  JFFS2 node (big-endian)
0x001442C6B8  JFFS2 node (little-endian)
0x001442E80F  JFFS2 node (little-endian)
0x00144369DF  ext2/3/4 superblock magic (@0x438)
0x0014436B31  ext2/3/4 superblock magic (@0x438)
0x001443C8B7  JFFS2 node (big-endian)
0x001443F2AF  JFFS2 node (big-endian)
0x00144441C9  JFFS2 node (little-endian)
0x0014445859  ext2/3/4 superblock magic (@0x438)
0x0014446F3C  ext2/3/4 superblock magic (@0x438)
0x001444A0F3  JFFS2 node (little-endian)
0x001444C40B  ext2/3/4 superblock magic (@0x438)
0x001445ED68  JFFS2 node (little-endian)
0x001446111E  JFFS2 node (little-endian)
0x0014462A79  ext2/3/4 superblock magic (@0x438)
0x00144663A8  ext2/3/4 superblock magic (@0x438)
0x0014469921  JFFS2 node (little-endian)
0x001446A406  JFFS2 node (little-endian)
0x001446A5CE  JFFS2 node (big-endian)
0x001446A679  ext2/3/4 superblock magic (@0x438)
0x001446C4B4  ext2/3/4 superblock magic (@0x438)
0x00144732C9  JFFS2 node (big-endian)
0x00144764A3  JFFS2 node (big-endian)
0x0014479B72  JFFS2 node (big-endian)
0x001447C547  JFFS2 node (little-endian)
0x001447CFA4  JFFS2 node (little-endian)
0x0014484112  JFFS2 node (big-endian)
0x001448EC1F  JFFS2 node (little-endian)
0x0014492BB8  JFFS2 node (little-endian)
0x00144A7785  JFFS2 node (big-endian)
0x00144AEF4C  ext2/3/4 superblock magic (@0x438)
0x00144AF99D  ext2/3/4 superblock magic (@0x438)
0x00144B341E  JFFS2 node (little-endian)
0x00144B3ECD  ext2/3/4 superblock magic (@0x438)
0x00144B4D6D  JFFS2 node (big-endian)
0x00144BBF53  JFFS2 node (little-endian)
0x00144C4A77  JFFS2 node (big-endian)
0x00144CE190  JFFS2 node (little-endian)
0x00144CEAE1  JFFS2 node (little-endian)
0x00144D3AE1  JFFS2 node (little-endian)
0x00144D49E0  ext2/3/4 superblock magic (@0x438)
0x00144D5E68  ext2/3/4 superblock magic (@0x438)
0x00144DE414  ext2/3/4 superblock magic (@0x438)
0x00144E2799  JFFS2 node (little-endian)
0x00144E34AF  JFFS2 node (big-endian)
0x00144E356C  ext2/3/4 superblock magic (@0x438)
0x00144E43C2  ext2/3/4 superblock magic (@0x438)
0x00144EA53C  ext2/3/4 superblock magic (@0x438)
0x00144F2CCD  JFFS2 node (big-endian)
0x001450450A  JFFS2 node (big-endian)
0x00145116D3  JFFS2 node (big-endian)
0x0014518134  JFFS2 node (big-endian)
0x001451CFAE  JFFS2 node (big-endian)
0x001451D6BB  ext2/3/4 superblock magic (@0x438)
0x0014521FC4  JFFS2 node (big-endian)
0x001452691B  JFFS2 node (big-endian)
0x0014526E41  JFFS2 node (big-endian)
0x001452F65D  JFFS2 node (little-endian)
0x0014534F67  ext2/3/4 superblock magic (@0x438)
0x0014538C2A  JFFS2 node (little-endian)
0x001454662C  ext2/3/4 superblock magic (@0x438)
0x00145555CC  JFFS2 node (big-endian)
0x001455910B  ext2/3/4 superblock magic (@0x438)
0x001455A9BD  ext2/3/4 superblock magic (@0x438)
0x001455AE78  ext2/3/4 superblock magic (@0x438)
0x001455FBDB  JFFS2 node (big-endian)
0x001456FAA9  JFFS2 node (big-endian)
0x001457481E  ext2/3/4 superblock magic (@0x438)
0x0014576399  JFFS2 node (big-endian)
0x001457BA70  ext2/3/4 superblock magic (@0x438)
0x0014580A7D  ext2/3/4 superblock magic (@0x438)
0x001458135A  JFFS2 node (big-endian)
0x00145822A7  JFFS2 node (little-endian)
0x0014583B58  ext2/3/4 superblock magic (@0x438)
0x001458652E  ext2/3/4 superblock magic (@0x438)
0x0014587712  JFFS2 node (little-endian)
0x0014591F5F  JFFS2 node (little-endian)
0x00145925F2  JFFS2 node (big-endian)
0x001459A457  ext2/3/4 superblock magic (@0x438)
0x001459D607  JFFS2 node (big-endian)
0x00145A225F  JFFS2 node (little-endian)
0x00145A753D  ext2/3/4 superblock magic (@0x438)
0x00145AF06E  ext2/3/4 superblock magic (@0x438)
0x00145B12AC  JFFS2 node (little-endian)
0x00145B1CBD  JFFS2 node (little-endian)
0x00145B49D0  JFFS2 node (little-endian)
0x00145BB88F  ext2/3/4 superblock magic (@0x438)
0x00145D4B15  JFFS2 node (little-endian)
0x00145D4C56  JFFS2 node (little-endian)
0x00145D52D3  JFFS2 node (little-endian)
0x00145E159F  ext2/3/4 superblock magic (@0x438)
0x00145EFCE2  ext2/3/4 superblock magic (@0x438)
0x0014600E2D  JFFS2 node (little-endian)
0x001460E45F  ext2/3/4 superblock magic (@0x438)
0x001460F8F4  JFFS2 node (big-endian)
0x00146127DD  JFFS2 node (big-endian)
0x00146150D2  JFFS2 node (big-endian)
0x001461653F  JFFS2 node (little-endian)
0x0014618C27  ext2/3/4 superblock magic (@0x438)
0x001461BE43  JFFS2 node (little-endian)
0x001461E0EB  ext2/3/4 superblock magic (@0x438)
0x001462A8E6  ext2/3/4 superblock magic (@0x438)
0x0014634492  JFFS2 node (big-endian)
0x001463BF1F  JFFS2 node (little-endian)
0x001463C0A5  JFFS2 node (big-endian)
0x00146403B0  JFFS2 node (big-endian)
0x001464AB59  JFFS2 node (little-endian)
0x001465E229  ext2/3/4 superblock magic (@0x438)
0x001465E51F  JFFS2 node (big-endian)
0x0014667C97  JFFS2 node (little-endian)
0x0014676D08  JFFS2 node (little-endian)
0x00146805DC  ext2/3/4 superblock magic (@0x438)
0x001468112A  ext2/3/4 superblock magic (@0x438)
0x00146822BB  JFFS2 node (little-endian)
0x001468354B  JFFS2 node (big-endian)
0x0014683EC3  ext2/3/4 superblock magic (@0x438)
0x001468423B  ext2/3/4 superblock magic (@0x438)
0x00146921ED  ext2/3/4 superblock magic (@0x438)
0x0014694A61  ext2/3/4 superblock magic (@0x438)
0x0014695219  JFFS2 node (big-endian)
0x0014696E0B  JFFS2 node (little-endian)
0x001469754F  JFFS2 node (little-endian)
0x0014699962  JFFS2 node (big-endian)
0x0014699BBB  JFFS2 node (big-endian)
0x001469AB4C  JFFS2 node (little-endian)
0x001469FA1F  JFFS2 node (big-endian)
0x00146A7423  JFFS2 node (little-endian)
0x00146AD268  JFFS2 node (little-endian)
0x00146DB8A6  JFFS2 node (little-endian)
0x00146E6133  JFFS2 node (big-endian)
0x00146EAA60  ext2/3/4 superblock magic (@0x438)
0x00146ED521  JFFS2 node (big-endian)
0x00146F12C0  JFFS2 node (little-endian)
0x00146F4531  JFFS2 node (little-endian)
0x00146F6D9C  ext2/3/4 superblock magic (@0x438)
0x00146F6E80  ext2/3/4 superblock magic (@0x438)
0x00146F880B  ext2/3/4 superblock magic (@0x438)
0x00146F8839  ext2/3/4 superblock magic (@0x438)
0x001470066B  JFFS2 node (little-endian)
0x00147095E6  JFFS2 node (big-endian)
0x00147111E2  ext2/3/4 superblock magic (@0x438)
0x0014711251  ext2/3/4 superblock magic (@0x438)
0x0014712724  JFFS2 node (big-endian)
0x0014712756  JFFS2 node (big-endian)
0x0014714E13  ext2/3/4 superblock magic (@0x438)
0x0014716764  ext2/3/4 superblock magic (@0x438)
0x0014722A18  ext2/3/4 superblock magic (@0x438)
0x0014728637  JFFS2 node (little-endian)
0x001472B463  ext2/3/4 superblock magic (@0x438)
0x001473C24D  JFFS2 node (little-endian)
0x001473C49E  JFFS2 node (little-endian)
0x00147473BA  ext2/3/4 superblock magic (@0x438)
0x00147507E2  JFFS2 node (little-endian)
0x0014751C92  ext2/3/4 superblock magic (@0x438)
0x0014758B00  JFFS2 node (big-endian)
0x0014759B54  JFFS2 node (little-endian)
0x0014762E49  ext2/3/4 superblock magic (@0x438)
0x001476507C  ext2/3/4 superblock magic (@0x438)
0x0014766C51  JFFS2 node (little-endian)
0x001476870A  gzip stream
0x001477F599  JFFS2 node (big-endian)
0x0014786383  JFFS2 node (big-endian)
0x0014787CCD  JFFS2 node (little-endian)
0x00147884ED  ext2/3/4 superblock magic (@0x438)
0x00147891CB  JFFS2 node (little-endian)
0x001478BAF3  ext2/3/4 superblock magic (@0x438)
0x001478D6D0  JFFS2 node (little-endian)
0x001478DF6B  ext2/3/4 superblock magic (@0x438)
0x001478E338  JFFS2 node (big-endian)
0x001479407B  ext2/3/4 superblock magic (@0x438)
0x0014795AE0  ext2/3/4 superblock magic (@0x438)
0x0014795CB9  ext2/3/4 superblock magic (@0x438)
0x0014796066  ext2/3/4 superblock magic (@0x438)
0x001479880D  ext2/3/4 superblock magic (@0x438)
0x001479BA7C  JFFS2 node (little-endian)
0x00147A13CF  JFFS2 node (big-endian)
0x00147A56F4  JFFS2 node (little-endian)
0x00147BFE46  JFFS2 node (big-endian)
0x00147CD945  JFFS2 node (little-endian)
0x00147D9E63  ext2/3/4 superblock magic (@0x438)
0x00147DC187  ext2/3/4 superblock magic (@0x438)
0x00147DCE07  JFFS2 node (little-endian)
0x00147DE0A5  JFFS2 node (big-endian)
0x00147E4443  JFFS2 node (little-endian)
0x00147EABD7  JFFS2 node (little-endian)
0x00147F0B68  JFFS2 node (big-endian)
0x00147F37DC  JFFS2 node (little-endian)
0x00147F55C3  JFFS2 node (little-endian)
0x00147F7C73  JFFS2 node (big-endian)
0x00147FA3E5  JFFS2 node (little-endian)
0x0014806B8A  JFFS2 node (big-endian)
0x001480F889  JFFS2 node (little-endian)
0x001481313E  JFFS2 node (big-endian)
0x00148159A3  JFFS2 node (little-endian)
0x0014818854  JFFS2 node (little-endian)
0x0014824680  JFFS2 node (big-endian)
0x0014833DF8  ext2/3/4 superblock magic (@0x438)
0x0014835B39  JFFS2 node (little-endian)
0x001483DE5A  JFFS2 node (big-endian)
0x001483FA36  JFFS2 node (big-endian)
0x00148417CC  JFFS2 node (big-endian)
0x00148419C1  JFFS2 node (little-endian)
0x0014844C8C  JFFS2 node (little-endian)
0x001484BDAD  JFFS2 node (little-endian)
0x001484D161  JFFS2 node (big-endian)
0x001484F357  JFFS2 node (big-endian)
0x0014862C53  JFFS2 node (big-endian)
0x0014874DBE  ext2/3/4 superblock magic (@0x438)
0x0014878D90  JFFS2 node (little-endian)
0x001487B98E  ext2/3/4 superblock magic (@0x438)
0x001487CF00  ext2/3/4 superblock magic (@0x438)
0x0014882005  JFFS2 node (little-endian)
0x00148828A7  ext2/3/4 superblock magic (@0x438)
0x0014885FFD  ext2/3/4 superblock magic (@0x438)
0x0014890A82  JFFS2 node (little-endian)
0x0014893C1E  ext2/3/4 superblock magic (@0x438)
0x00148973BF  JFFS2 node (big-endian)
0x0014898735  JFFS2 node (little-endian)
0x001489EAC7  JFFS2 node (big-endian)
0x00148A04A1  JFFS2 node (little-endian)
0x00148A444A  ext2/3/4 superblock magic (@0x438)
0x00148A8051  JFFS2 node (big-endian)
0x00148AD9DD  JFFS2 node (little-endian)
0x00148B2FB9  JFFS2 node (little-endian)
0x00148C1C1D  ext2/3/4 superblock magic (@0x438)
0x00148C312B  JFFS2 node (little-endian)
0x00148C3D90  ext2/3/4 superblock magic (@0x438)
0x00148C3F4C  JFFS2 node (big-endian)
0x00148C4C4B  JFFS2 node (big-endian)
0x00148D5888  ext2/3/4 superblock magic (@0x438)
0x00148D76C6  JFFS2 node (little-endian)
0x00148E5DB5  JFFS2 node (little-endian)
0x00148EB009  JFFS2 node (big-endian)
0x00148F196B  ext2/3/4 superblock magic (@0x438)
0x00148F8080  JFFS2 node (big-endian)
0x00148FCA71  ext2/3/4 superblock magic (@0x438)
0x00148FF6DD  ext2/3/4 superblock magic (@0x438)
0x001490F506  JFFS2 node (little-endian)
0x0014913F28  ext2/3/4 superblock magic (@0x438)
0x0014915C70  ext2/3/4 superblock magic (@0x438)
0x0014919743  ext2/3/4 superblock magic (@0x438)
0x001491BCE2  ext2/3/4 superblock magic (@0x438)
0x001491BD97  JFFS2 node (little-endian)
0x001491C3B2  ext2/3/4 superblock magic (@0x438)
0x001491CE08  JFFS2 node (little-endian)
0x001491DB80  ext2/3/4 superblock magic (@0x438)
0x001491FD7A  ext2/3/4 superblock magic (@0x438)
0x001492308B  ext2/3/4 superblock magic (@0x438)
0x0014925C0A  ext2/3/4 superblock magic (@0x438)
0x001492EAC2  ext2/3/4 superblock magic (@0x438)
0x001492FB5E  JFFS2 node (little-endian)
0x0014935BAC  JFFS2 node (little-endian)
0x001493BCD6  ext2/3/4 superblock magic (@0x438)
0x001494DC1C  ext2/3/4 superblock magic (@0x438)
0x0014953F4F  JFFS2 node (big-endian)
0x0014955B84  ext2/3/4 superblock magic (@0x438)
0x001495CBE9  JFFS2 node (little-endian)
0x0014961B9D  JFFS2 node (little-endian)
0x0014966B98  JFFS2 node (big-endian)
0x001498A162  JFFS2 node (little-endian)
0x001498AA6A  JFFS2 node (little-endian)
0x001498BDE3  JFFS2 node (big-endian)
0x001498D34F  ext2/3/4 superblock magic (@0x438)
0x001498EAF9  JFFS2 node (big-endian)
0x001499372A  JFFS2 node (little-endian)
0x001499A7BF  ext2/3/4 superblock magic (@0x438)
0x001499B3AF  ext2/3/4 superblock magic (@0x438)
0x00149A3B63  UBI volume header
0x00149B25B5  ext2/3/4 superblock magic (@0x438)
0x00149B4060  JFFS2 node (little-endian)
0x00149B5F1C  JFFS2 node (big-endian)
0x00149C17A1  JFFS2 node (little-endian)
0x00149C9297  JFFS2 node (big-endian)
0x00149C94A7  JFFS2 node (big-endian)
0x00149CD443  ext2/3/4 superblock magic (@0x438)
0x00149D2394  JFFS2 node (big-endian)
0x00149D5ED6  JFFS2 node (little-endian)
0x00149D848D  JFFS2 node (big-endian)
0x00149D8999  ext2/3/4 superblock magic (@0x438)
0x00149DA2A1  JFFS2 node (little-endian)
0x00149E7A0D  ext2/3/4 superblock magic (@0x438)
0x00149E9051  JFFS2 node (little-endian)
0x00149F00F3  JFFS2 node (little-endian)
0x00149FB7D6  JFFS2 node (little-endian)
0x0014A034FA  JFFS2 node (little-endian)
0x0014A0DE82  JFFS2 node (little-endian)
0x0014A0E47D  JFFS2 node (little-endian)
0x0014A0FBA4  JFFS2 node (little-endian)
0x0014A202E0  JFFS2 node (big-endian)
0x0014A2B650  ext2/3/4 superblock magic (@0x438)
0x0014A3261C  JFFS2 node (big-endian)
0x0014A37A13  JFFS2 node (little-endian)
0x0014A37B1A  JFFS2 node (big-endian)
0x0014A387B4  JFFS2 node (big-endian)
0x0014A45CA7  JFFS2 node (big-endian)
0x0014A48CF1  ext2/3/4 superblock magic (@0x438)
0x0014A48ECD  JFFS2 node (big-endian)
0x0014A4B84C  ext2/3/4 superblock magic (@0x438)
0x0014A4E22C  ext2/3/4 superblock magic (@0x438)
0x0014A51377  ext2/3/4 superblock magic (@0x438)
0x0014A51EB8  JFFS2 node (little-endian)
0x0014A5657C  JFFS2 node (little-endian)
0x0014A63D68  JFFS2 node (big-endian)
0x0014A6D975  JFFS2 node (little-endian)
0x0014A73436  JFFS2 node (little-endian)
0x0014A75E54  ext2/3/4 superblock magic (@0x438)
0x0014A7FC2F  ext2/3/4 superblock magic (@0x438)
0x0014A82614  ext2/3/4 superblock magic (@0x438)
0x0014A8575F  ext2/3/4 superblock magic (@0x438)
